imdbID,content,date,director,leadActor,rotten_tomatoes_rating
0112740,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger happy Captain from launching his missiles before confirming his orders to do so.",12 May 1995,Tony Scott,"Gene Hackman, Denzel Washington, Matt Craven",89%
0109508,An intimate portrait of controversial cartoonist Robert Crumb and his traumatized family.,28 Apr 1995,Terry Zwigoff,"Robert Crumb, Aline Kominsky-Crumb, Charles Crumb",95%
0112851,Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.,25 Aug 1995,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Joaquim de Almeida",67%
0112857,"An African-American man is hired to find a woman, and gets mixed up in a murderous political scandal.",29 Sep 1995,Carl Franklin,"Denzel Washington, Tom Sizemore, Jennifer Beals",92%
0112864,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.",19 May 1995,John McTiernan,"Bruce Willis, Jeremy Irons, Samuel L. Jackson",58%
0112887,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex-and-violence-filled journey through an America of psychos and quickie marts.",27 Oct 1995,Gregg Araki,"James Duval, Rose McGowan, Johnathon Schaech",49%
0113071,"Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.",07 Jul 1995,Jerry Zucker,"Sean Connery, Richard Gere, Julia Ormond",43%
0113114,Teenager Jesse becomes reunited with Willy two years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.,19 Jul 1995,Dwight H. Little,"Jason James Richter, Michael Madsen, Francis Capra",50%
0113243,Hackers are blamed for making a virus that will capsize five oil tankers.,15 Sep 1995,Iain Softley,"Jonny Lee Miller, Angelina Jolie, Jesse Bradford",31%
0113464,A poignant romantic comedy about the quest for love and intimacy in the age of AIDS. A story of a thirtyish gay actor/waiter who decides to become celibate...the risk of AIDS has taken all the joy from sex.,18 Aug 1995,Christopher Ashley,"Steven Weber, Michael T. Weiss, Peter Jacobson",70%
0113481,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.",26 May 1995,Robert Longo,"Keanu Reeves, Dolph Lundgren, Dina Meyer",18%
0113492,"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart.",30 Jun 1995,Danny Cannon,"Sylvester Stallone, Armand Assante, Rob Schneider",22%
0113500,Jobless loser Tommy Collins is sequestered to be a juror in a serial killer trial. He does everything he can to prolong the trial and deliberations to take full advantage of the free lodging and food.,12 Apr 1995,John Fortenberry,"Pauly Shore, Tia Carrere, Stanley Tucci",0%
0113540,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.",01 Sep 1995,Larry Clark,"Leo Fitzpatrick, Justin Pierce, Chloë Sevigny",47%
0113677,This ultimate tribute to all independent filmmakers takes place during one day on the set of a non-budget movie.,21 Jul 1995,Tom DiCillo,"Steve Buscemi, Catherine Keener, Dermot Mulroney",86%
0113690,"A private detective gets more than he bargains for when he encounters Philip Swan, a performer whose amazing illusions captivate the world, but they are not really what everyone thinks.",25 Aug 1995,Clive Barker,"Scott Bakula, Kevin J. O'Connor, J. Trevor Edmond",58%
0107447,"Set in a dreary urban landscape of Edmonton, LOVE AND HUMAN REMAINS is a dark comedy about a group of twentysomethings looking for love and meaning in the '90s. The film focuses on roommates David, a gay waiter who has has given u...",23 Jun 1995,Denys Arcand,"Thomas Gibson, Ruth Marshall, Cameron Bancroft",71%
0113729,The wild and sexy story of two passionate young people who take to the road for the incredible adventure of their lives.,26 May 1995,Antonia Bird,"Chris O'Donnell, Drew Barrymore, Matthew Lillard",N/A
0113749,"Both dumped by their girlfriends, two best friends seek refuge in the local mall.",20 Oct 1995,Kevin Smith,"Shannen Doherty, Jeremy London, Jason Lee",58%
0113820,"A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a di...",30 Jun 1995,Bryan Spicer,"Karan Ashley, Johnny Yong Bosch, Steve Cardenas",32%
0110604,"A mute make-up artist working on a slasher movie being shot in Moscow, is locked in the studio after hours. While there, she witnesses a brutal murder, and must escape capture.",15 Sep 1995,Anthony Waller,"Marina Zudina, Fay Ripley, Evan Richards",83%
0110620,"This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of their father's death. Meanwhile, they are bei...",01 Sep 1995,Michael Almereyda,"Elina Löwensohn, Peter Fonda, Nic Ratner",N/A
0113957,"A computer programmer stumbles upon a conspiracy, putting her life and the lives of those around her in great danger.",28 Jul 1995,Irwin Winkler,"Sandra Bullock, Jeremy Northam, Dennis Miller",44%
0113986,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",12 Jul 1995,Chris Columbus,"Hugh Grant, Julianne Moore, Tom Arnold",25%
0114095,"A 20-something, irresponsible party girl is bailed out of jail by her librarian godmother. To repay the loan, she starts working at the library and gradually turns her life around.",09 Jun 1995,Daisy von Scherler Mayer,"Parker Posey, Omar Townsend, The Lady Bunny",79%
0114194,"At the scene of a bizarre murder, L.A. homicide detective Thomas Dagget discovers a lethal heavenly prophecy now being fulfilled on earth. In his fight to stop the forces of evil, he finds an unlikely ally in an elementary school ...",01 Sep 1995,Gregory Widen,"Christopher Walken, Elias Koteas, Virginia Madsen",46%
0114241,"On Christmas Eve, a regretful husband admits to his high-spirited wife that he has hired a contract killer to take her out. She immediately flees. A nice couple offers her shelter, but everyone have dark secrets in this wacky movie.",17 Nov 1995,Norman René,"Mia Farrow, Tony Goldwyn, Juana Barrios",14%
0114323,An affluent and unexceptional homemaker in the suburbs develops multiple chemical sensitivity.,30 Jun 1995,Todd Haynes,"Julianne Moore, Xander Berkeley, Dean Norris",87%
0114345,An affair between a young woman and a pastor has disastrous consequences.,13 Oct 1995,Roland Joffé,"Demi Moore, Gary Oldman, Robert Duvall",13%
0114436,"Nomi, a young carefree drifter, arrives in Las Vegas, Nevada to become a dancer and soon sets about clawing her way to the top of the Vegas showgirls.",22 Sep 1995,Paul Verhoeven,"Elizabeth Berkley, Kyle MacLachlan, Gina Gershon",23%
0114478,"A Brooklyn smoke shop is the center of neighborhood activity, and the stories of its customers.",09 Jun 1995,Wayne Wang,"Harvey Keitel, William Hurt, Giancarlo Esposito",88%
0114496,A woman's world is rocked when she discovers her husband is cheating on her.,04 Aug 1995,Lasse Hallström,"Julia Roberts, Dennis Quaid, Robert Duvall",39%
0114508,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.,07 Jul 1995,Roger Donaldson,"Natasha Henstridge, Michael Madsen, Ben Kingsley",42%
0114558,A former cop turned street-hustler accidentally uncovers a conspiracy in Los Angeles in 1999.,13 Oct 1995,Kathryn Bigelow,"Ralph Fiennes, Angela Bassett, Juliette Lewis",66%
0058450,A young woman separated from her lover by war faces a life-altering decision.,16 Dec 1964,Jacques Demy,"Catherine Deneuve, Nino Castelnuovo, Anne Vernon",97%
0114663,"In an unexplained act of charity, Jeanne Holman, picks up an injured, apparent tramp and takes him home to care for him little realizing who he was, or the effect he would have on her life and those of her family.",27 Oct 1995,Martha Coolidge,"Patrick Swayze, Mary Elizabeth Mastrantonio, Joseph Mazzello",13%
0114702,"Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle.",03 Nov 1995,Agnieszka Holland,"Leonardo DiCaprio, David Thewlis, Romane Bohringer",22%
0114682,"Three drag queens travel cross-country until their car breaks down, leaving them stranded in a small town.",08 Sep 1995,Beeban Kidron,"Wesley Snipes, Patrick Swayze, John Leguizamo",43%
0114781,"Casey Ryback hops on a Colorado to LA train to start a vacation with his niece. Early into the trip, terrorists board the train and use it as a mobile HQ to hijack a top secret destructive US satellite.",14 Jul 1995,Geoff Murphy,"Steven Seagal, Eric Bogosian, Everett McGill",34%
0114798,"When a youngster needs a break from the pressures of his parents' household, he moves in with his offbeat uncles and learns some invaluable life lessons.",22 Sep 1995,Diane Keaton,"Andie MacDowell, John Turturro, Michael Richards",75%
0114805,One of the most successful designers in high fashion plans his fall 1994 collection. Follow the behind-the-scenes look at the creative side of fashion.,11 Aug 1995,Douglas Keeve,"Isaac Mizrahi, Roseanne Barr, Sandra Bernhard",78%
0114887,A married soldier returning from World War II poses as a pregnant woman's husband to save her from her father's anger and honor.,11 Aug 1995,Alfonso Arau,"Keanu Reeves, Aitana Sánchez-Gijón, Anthony Quinn",46%
0114898,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",28 Jul 1995,Kevin Reynolds,"Kevin Costner, Jeanne Tripplehorn, Dennis Hopper",45%
0114928,"In an alternative America where African-Americans and White Americans have reversed cultural roles, a white factory worker kidnaps a black factory owner for dismissing him over perceived disdain.",01 Dec 1995,Desmond Nakano,"John Travolta, Harry Belafonte, Kelly Lynch",24%
0114938,The early career of legendary lawman Wild Bill Hickock is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.,01 Dec 1995,Walter Hill,"Jeff Bridges, Ellen Barkin, John Hurt",44%
0109340,"On the verge of forced resignation, a strict old-fashioned teacher rethinks his life.",12 Oct 1994,Mike Figgis,"Albert Finney, Greta Scacchi, Matthew Modine",78%
0112602,"On the run from authorities, a sleazy courier poses as a Scout leader on a camping trip. But he has no idea what he's in for when he must actually take charge of a group of kids.",04 Aug 1995,Greg Beeman,"Daniel Stern, Jon Polito, Brad Sullivan",10%
0111579,"In the Soviet Union in 1936, shadow of Stalin's repressions lie on a famous revolution hero. The accusations of being him a foreign spy are nonsense, and all known that, but a slow process of his life's downfall is already running.",21 Apr 1995,Nikita Mikhalkov,"Nikita Mikhalkov, Ingeborga Dapkunaite, Oleg Menshikov",81%
0110882,Three interconnected stories of love under the threat of civil war in Macedonia and London.,24 Feb 1995,Milcho Manchevski,"Katrin Cartlidge, Rade Serbedzija, Grégoire Colin",92%
0112471,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",27 Jan 1995,Richard Linklater,"Ethan Hawke, Julie Delpy, Andrea Eckert",100%
0112508,"In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again.",10 Feb 1995,Tamra Davis,"Adam Sandler, Darren McGavin, Bridgette Wilson-Sampras",41%
0112438,A teenage babysitter is the focus of two boys and a man's separate obsessions.,17 Oct 1995,Guy Ferland,"Alicia Silverstone, Jeremy London, J.T. Walsh",29%
0112571,"Robin shares a ride in her car with Jane from New York to Los Angeles. They stop at Jane's friend Holly's place in Pittsburgh and take her with them west, making a long stop in Tucson. The three very different women become close f...",03 Feb 1995,Herbert Ross,"Whoopi Goldberg, Mary-Louise Parker, Drew Barrymore",75%
